duration_in_seconds	recorded_date	participant_id	working_home_time	now_before_eff	now_later_eff	home_office_aspect_1	home_office_aspect_2	home_office_aspect_3	home_office_aspect_4	home_office_aspect_5	home_office_aspect_6	home_office_aspect_7	home_office_aspect_8	home_office_aspect_9	home_office_aspect_10	home_office_aspect_11	home_office_aspect_12	home_office_aspect_13	home_office_aspect_14	home_office_aspect_15	prior_home_prop_1	future_home_prop_1	feasible	position	area_of_research	wokrplace_type	data_coll_remote	gender	age	edu_duties	team_work	office_setup	living_sit	partner_work	work_home_dist	children_2	children_23	children_24	children_25	children_26	children_27	homeschool	childcare_help	need_from_org_1	need_from_org_4	need_from_org_7	need_from_org_9	need_from_org_10	need_from_org_11	number_of_children	future_prior_diff
615	2020-05-06 07:58:32	R_Duh7AksD7o1TpuN	Yes	less efficient	similarly efficient	4	5	5	4	6	6	4	4	5	4	5	3	4	6	4	30	19	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	1	1	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	2	-11
877	2020-05-06 08:17:11	R_3MLiLE9GyTaVesi	Yes	less efficient	NA	4	4	2	5	5	7	1	2	2	4	5	3	4	7	4	100	60	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	Support for problems regarding combining work with family life	More tips on working from home	NA	NA	0	-40
244	2020-05-06 09:08:48	R_3im0z7W2mPcF4Ls	Yes	more efficient	more efficient	3	2	2	4	6	5	1	1	1	5	2	2	2	5	1	30	50	Yes	research assistant	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	No	Yes	Fully equipped	Living alone	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	20
200	2020-05-06 09:12:08	R_24OEmdYY8ztwlL9	Yes	less efficient	more efficient	1	1	1	6	7	7	1	1	1	4	5	4	4	6	4	20	40	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	0	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	1	20
300	2020-05-06 09:23:27	R_3qIp7RcSYqM0hlt	Yes	less efficient	more efficient	4	4	4	4	4	4	4	3	6	3	4	4	4	4	4	90	51	Yes	associate professor	Social Sciences	Purely educational institute	No	Female	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	2	0	0	0	0	Yes	Yes	NA	Better computer facilities	NA	NA	NA	NA	2	-39
711	2020-05-06 09:41:44	R_2YogBRdTY3784Fr	Yes	more efficient	more efficient	2	2	2	6	3	3	1	1	1	3	2	1	3	3	2	81	92	Yes	PhD student	Social Sciences	None of them	NA	Female	45 - 54	No	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	>60 min	0	0	0	0	1	1	Yes	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	11
544	2020-05-06 09:50:55	R_1U1JaGNYPB46TGV	Yes	less efficient	more efficient	2	2	2	6	6	6	1	1	1	7	1	3	5	7	1	99	71	Yes	associate professor	Other	Purely educational institute	No	Female	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	1	0	1	Yes	Yes	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	2	-28
545	2020-05-06 09:51:12	R_3oBp1kbJCefv8Z8	Yes	less efficient	more efficient	3	3	3	5	4	5	3	3	3	3	1	1	1	5	4	50	71	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	2	0	0	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	2	21
48523	2020-05-06 09:51:48	R_3QKSXBzFiejuuGQ	Yes	less efficient	similarly efficient	2	3	3	6	6	6	3	4	3	6	4	4	5	6	4	65	65	No	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	65 - 74	Yes	No	Fully equipped	Living alone	NA	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	0
1303	2020-05-06 13:50:57	R_1GOdbUOAzGYXopU	Yes	similarly efficient	similarly efficient	1	4	1	4	5	5	1	1	1	7	1	4	4	5	4	82	82	No	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Living alone	NA	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	0
494	2020-05-06 14:51:43	R_wNL7pccYHjojh7P	No	NA	less efficient	6	6	4	5	5	6	6	4	5	3	2	5	6	6	7	40	51	Yes	assistant professor	Social Sciences	Research and educational institute	NA	Male	45 - 54	Yes	Yes	Underequipped	Single-parent with non-adult child(ren)	Yes	>60 min	NA	0	0	2	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	More tips on working from home	NA	NA	2	11
248	2020-05-06 15:09:55	R_9Yr1zHuJOS8ZmWR	Yes	more efficient	more efficient	1	1	1	4	3	6	1	1	1	2	1	4	1	6	3	50	80	Yes	non-academic researcher	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Fully equipped	Living alone	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	0	30
1077	2020-05-06 15:15:24	R_PvSyyGQ7idOLcdj	Yes	less efficient	less efficient	3	5	7	6	6	6	3	5	4	4	5	6	6	7	5	60	80	No	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	65 - 74	Yes	No	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	20
221	2020-05-06 17:36:14	R_3hFpx5XyqEOT2F6	Yes	more efficient	more efficient	2	2	3	4	4	4	1	4	1	7	2	1	6	4	6	29	61	Yes	full professor	Social Sciences	Purely educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Fully equipped	Living alone	NA	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	0	32
259	2020-05-06 17:41:46	R_2rkpQugQB8OEuLs	Yes	similarly efficient	similarly efficient	3	4	3	4	4	2	5	5	5	1	2	4	2	2	3	23	47	Yes	PhD student	Social Sciences	Research and educational institute	NA	Male	25 - 34	Yes	No	Fully equipped	Living alone	No	30-60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	0	24
264	2020-05-06 21:45:11	R_40XPfAtqJ4oADjr	Yes	more efficient	more efficient	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	53	91	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	2	0	0	0	0	Yes	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	38
391	2020-05-06 22:32:22	R_Zrwduf0IAW6gna9	Yes	similarly efficient	similarly efficient	2	3	3	5	5	4	2	2	2	2	1	3	4	5	3	10	51	No	associate professor	Social Sciences	Purely educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	0	1	1	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	41
90945	2020-05-07 08:34:18	R_cSh3SQxHyPzhpMB	Yes	more efficient	similarly efficient	3	2	3	5	5	4	3	3	3	4	4	5	3	5	3	50	70	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other	0	20
656	2020-05-07 12:23:23	R_3qUOH5xSc8VLkw7	Yes	less efficient	less efficient	4	7	4	4	4	4	1	1	1	7	4	4	4	5	2	100	30	Yes	associate professor	Other	Research and educational institute	No	Female	55 - 64	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	-70
157	2020-05-07 15:46:06	R_3kzSJfkgPnJLUqd	Yes	similarly efficient	similarly efficient	1	7	1	3	3	7	1	7	1	4	3	1	4	4	7	30	71	No	associate professor	Social Sciences	Research and educational institute	No	Female	45 - 54	Yes	Yes	Underequipped	Living alone	NA	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	41
261	2020-05-07 15:46:56	R_32Xznhi95iG1UwR	Yes	similarly efficient	similarly efficient	4	4	4	6	6	6	2	5	2	6	6	5	5	6	6	40	40	Yes	full professor	Social Sciences	Research and educational institute	No	Female	65 - 74	Yes	Yes	Underequipped	Living only with partner	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	0	0
243	2020-05-07 15:48:48	R_1mkDEh0CR4kCDTe	Yes	similarly efficient	similarly efficient	3	6	2	6	6	6	1	1	1	4	5	6	4	6	3	15	45	Yes	full professor	Life Sciences	Research and educational institute	NA	Male	55 - 64	Yes	Yes	Fully equipped	Living only with partner	No	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	30
463	2020-05-07 15:50:42	R_24ODCIGmZOzmQ4F	Yes	less efficient	similarly efficient	2	2	5	6	7	6	4	3	2	6	4	4	6	7	6	5	20	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	1	1	0	0	Yes	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	15
268	2020-05-07 15:50:57	R_2a8lNfPmB6eMdQ7	Yes	more efficient	more efficient	1	1	1	6	7	6	1	1	1	6	6	4	5	5	5	14	50	No	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Underequipped	Single-parent with non-adult child(ren)	NA	<30 min	12	0	0	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	12	36
289	2020-05-07 15:54:37	R_3FJ1YwaC8vFsQEx	Yes	similarly efficient	less efficient	2	1	1	5	6	4	1	1	4	6	7	3	2	4	4	10	20	No	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Underequipped	Living alone	NA	<30 min	0	0	1	0	0	0	No	Yes	Better communication	Better computer facilities	NA	NA	NA	NA	1	10
207	2020-05-07 16:00:18	R_2aeRHdO9XCBaXis	Yes	more efficient	more efficient	2	2	4	6	5	6	1	4	1	4	7	2	2	6	3	50	50	No	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	0	1	0	0	Yes	No	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	2	0
221	2020-05-07 16:05:37	R_ywKVDL1lKVPh9w5	Yes	more efficient	more efficient	3	3	3	7	5	5	2	2	2	4	3	5	4	6	4	20	71	No	full professor	Other	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	51
168	2020-05-07 16:07:32	R_29twoWcIBxKLCTw	Yes	less efficient	similarly efficient	5	5	6	6	6	4	5	6	4	4	4	4	3	5	5	50	50	Yes	postdoc	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	No	<30 min	4	0	0	0	0	0	No	No	NA	NA	NA	NA	NA	Other	4	0
150	2020-05-07 16:11:59	R_10oSX3BdalJsHE7	Yes	less efficient	less efficient	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	10	1	No	postdoc	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Male	25 - 34	No	Yes	Fully equipped	Living alone	NA	30-60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	Support for problems regarding combining work with family life	More tips on working from home	Administrative flexibility during lockdowns	NA	0	-9
205	2020-05-07 16:22:32	R_3GqOKftDVRNPLFL	Yes	less efficient	less efficient	6	6	7	4	4	5	4	4	4	4	4	7	7	5	5	50	40	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	1	0	0	0	0	0	No	No	NA	Better computer facilities	NA	NA	NA	NA	1	-10
378	2020-05-07 16:23:55	R_2wgaak29rBASevr	Yes	less efficient	less efficient	3	3	3	5	5	5	3	3	3	7	6	4	4	5	5	5	5	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Prefer not to say	35 - 44	Yes	No	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	No	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	0
664	2020-05-07 16:25:43	R_2y8XlPI2nU6gKza	Yes	less efficient	more efficient	2	2	5	7	7	7	1	4	7	7	5	6	7	4	4	30	30	Yes	full professor	Other	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	1	0	0	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	1	0
1409	2020-05-07 16:29:30	R_2dsY7hNL8PfdeRu	Yes	similarly efficient	similarly efficient	1	3	3	6	5	4	1	2	1	4	4	3	4	5	4	25	67	No	postdoc	Other	Research and educational institute	NA	Female	45 - 54	Yes	No	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	42
295	2020-05-07 16:43:51	R_24kmyGaTl5ZGPsk	Yes	less efficient	similarly efficient	2	5	4	7	7	5	5	6	5	5	4	5	5	4	4	20	25	Yes	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	No	<30 min	0	0	1	1	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	2	5
392	2020-05-07 17:03:53	R_vZvaQKS9yp7NOEN	Yes	more efficient	more efficient	2	2	5	4	4	4	2	4	3	7	5	3	2	4	4	10	40	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	2	1	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	3	30
325	2020-05-07 17:24:49	R_3dEcAz2j0hHaywm	Yes	similarly efficient	less efficient	6	5	5	4	4	4	3	3	6	4	7	5	3	6	2	44	46	No	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	Yes	Underequipped	Living only with partner	Yes	<30 min	1	0	0	0	0	0	No	NA	NA	NA	NA	More tips on working from home	NA	NA	1	2
155	2020-05-07 17:41:27	R_2uwFGR3slej8lDP	Yes	similarly efficient	similarly efficient	4	4	5	5	5	4	3	3	3	6	4	4	4	4	3	5	20	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	15
171	2020-05-07 17:46:32	R_eRNHNRSSY9RGeyt	Yes	less efficient	less efficient	6	6	4	3	6	4	6	6	6	6	4	4	4	4	3	38	29	No	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	No	<30 min	1	0	0	0	0	0	No	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	1	-9
271	2020-05-07 17:54:59	R_2fx0jyecQaw0Hl8	Yes	less efficient	less efficient	6	6	5	6	7	7	2	4	3	7	5	5	4	7	4	40	41	No	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	1
316	2020-05-07 18:06:57	R_10ZrfVbNRoazyZl	Yes	similarly efficient	similarly efficient	1	1	1	7	5	5	1	1	1	7	5	6	3	6	7	10	40	No	assistant professor	Social Sciences	Research and educational institute	No	Female	35 - 44	Yes	Yes	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	30
302	2020-05-07 20:35:39	R_1gRujBAK6quX2lI	Yes	less efficient	less efficient	7	7	7	7	7	4	2	4	5	7	7	1	1	4	4	18	48	Yes	full professor	Life Sciences	Research and educational institute	No	Male	55 - 64	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	2	0	0	0	0	No	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	2	30
470	2020-05-07 22:33:40	R_2ql7KiXBcfeMWW1	Yes	similarly efficient	similarly efficient	3	4	3	4	4	4	1	5	1	7	4	4	2	4	4	30	70	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	1	0	0	Yes	No	NA	NA	NA	NA	NA	Other	1	40
479	2020-05-07 23:44:50	R_CghkMAq2SkEoySl	Yes	more efficient	less efficient	3	2	2	5	6	5	2	2	2	7	6	5	7	4	6	10	20	Yes	full professor	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	Support for problems regarding combining work with family life	More tips on working from home	NA	NA	0	10
149	2020-05-08 04:04:24	R_SCPMn1Zc3d4s4Vj	Yes	similarly efficient	similarly efficient	5	4	1	6	5	6	1	1	2	4	6	1	1	5	2	30	70	Yes	postdoc	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	No	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	40
308	2020-05-08 05:09:59	R_2rA3R3SZxhIUl9l	Yes	less efficient	less efficient	6	5	6	6	4	4	5	5	7	7	7	6	7	5	4	40	30	No	non-academic researcher	Social Sciences	Research and educational institute	No	Male	75 - 84	No	No	Underequipped	Living only with partner	No	<30 min	0	0	0	0	0	0	No	No	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	-10
587	2020-05-08 17:18:46	R_2OJ9bEYIErIalJm	Yes	less efficient	less efficient	4	4	5	7	6	6	4	4	4	4	4	7	6	7	4	85	50	Yes	research assistant	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	Yes	NA	Better communication	NA	NA	NA	NA	NA	0	-35
508	2020-05-09 21:30:11	R_3FVt9tj8CYbyywl	Yes	less efficient	less efficient	6	5	6	6	6	6	6	7	6	6	7	5	5	6	6	20	30	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	0	0	0	0	Yes	Yes	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	Other	1	10
293	2020-05-10 15:50:28	R_XpQxacuXktWYDhn	Yes	less efficient	less efficient	5	5	5	7	7	7	4	5	5	7	7	3	1	6	6	18	51	Yes	full professor	Social Sciences	Research and educational institute	No	Female	55 - 64	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	No	<30 min	0	0	0	0	0	1	No	No	NA	NA	NA	NA	NA	Other	1	33
309	2020-05-11 14:22:58	R_1IBmQM8LkPIgjma	Yes	less efficient	less efficient	6	6	6	7	7	7	3	6	3	7	7	4	6	6	6	20	19	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	-1
355	2020-05-11 20:56:14	R_1g6cx8RgKcHdaNL	No	NA	more efficient	6	6	6	6	4	4	4	7	5	5	5	7	1	5	4	20	60	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	1	1	0	0	0	Yes	No	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	40
198	2020-05-12 11:47:00	R_Qndf3tzhEHnOWzf	Yes	less efficient	similarly efficient	5	4	6	6	6	6	3	4	3	6	5	5	5	5	5	31	45	Yes	assistant professor	Social Sciences	Research and educational institute	No	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	1	1	0	0	Yes	Yes	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	2	14
204	2020-05-12 11:47:33	R_1CmykZCF9eZaNym	Yes	similarly efficient	similarly efficient	3	3	4	4	4	4	1	1	1	6	4	1	1	4	6	50	81	Yes	assistant professor	Social Sciences	Research and educational institute	No	Female	35 - 44	Yes	No	Underequipped	Living with parents or other adult family members	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	31
