StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	working_home_time	now_before_eff	now_later_eff	home_office_aspect_1	home_office_aspect_2	home_office_aspect_3	home_office_aspect_4	home_office_aspect_5	home_office_aspect_6	home_office_aspect_7	home_office_aspect_8	home_office_aspect_9	home_office_aspect_10	home_office_aspect_11	home_office_aspect_12	home_office_aspect_13	home_office_aspect_14	home_office_aspect_15	prior_home_prop_1	future_home_prop_1	feasible	position	area_of_research	area_of_research_6_TEXT	wokrplace_type	data_coll_remote	gender	age	edu_duties	team_work	office_setup	living_sit	living_sit_7_TEXT	partner_work	work_home_dist	children_2	children_23	children_24	children_25	children_26	children_27	homeschool	childcare_help	need_from_org_1	need_from_org_4	need_from_org_7	need_from_org_9	need_from_org_10	need_from_org_11	need_from_org_11_TEXT
2020-05-05 21:00:48	2020-05-05 21:06:14	IP Address	100	326	True	2020-05-05 21:06:14	R_1NeOWNkDvpxHleP	anonymous	EN	Yes	less efficient	similarly efficient	5	4	5	4	5	4	4	5	4	"In the office
7
"	4	5	6	4	4	30	50	Yes	full professor	Social Sciences	NA	Research and educational institute	No	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	1	1	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-28 21:07:13	2020-04-28 21:07:34	IP Address	12	20	False	2020-05-05 21:07:37	R_31WXpiqdU8BrqKD	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 21:07:45	2020-04-28 21:08:40	IP Address	12	55	False	2020-05-05 21:08:52	R_1IGUr7QEwl1HVox	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 21:09:23	2020-04-28 21:09:45	IP Address	12	21	False	2020-05-05 21:09:53	R_2DTcPfnMUNKDjpY	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 21:46:12	2020-04-28 21:47:09	IP Address	12	57	False	2020-05-05 21:47:21	R_2w1zHuwl4e95EQO	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-28 22:01:20	2020-04-28 22:01:32	IP Address	12	12	False	2020-05-05 22:01:49	R_1FnOSsMlpof68dT	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-05 21:58:14	2020-05-05 22:07:29	IP Address	100	554	True	2020-05-05 22:07:29	R_3F51GQ4okttf9uU	anonymous	EN	Yes	more efficient	more efficient	2	2	2	6	5	5	"At home

1
"	"At home

1
"	"At home

1
"	4	2	4	4	"In the office
7
"	4	60	60	No	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	NA
2020-05-05 22:18:11	2020-05-05 22:34:05	IP Address	100	954	True	2020-05-05 22:34:05	R_1ig1T903L1yw7P5	anonymous	EN	Yes	less efficient	similarly efficient	4	4	5	6	4	4	5	3	4	4	5	5	5	5	5	20	28	No	assistant professor	Other:	NA	Research and educational institute	NA	Male	35 - 44	Yes	No	Fully equipped	Living alone	NA	NA	>60 min	0	0	0	0	0	0	Yes	NA	NA	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-04-28 22:42:28	2020-04-28 22:42:49	IP Address	12	21	False	2020-05-05 22:42:51	R_VU0egXT5M3nfVTz	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-05 22:15:55	2020-05-05 22:58:51	IP Address	100	2575	True	2020-05-05 22:58:51	R_dmnp3Q85wR0uIQV	anonymous	EN	Yes	less efficient	less efficient	4	4	3	5	4	4	6	4	4	4	4	5	"In the office
7
"	4	6	40	40	No	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	NA	30-60 min	0	0	1	1	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	Other:	more time
2020-05-05 23:43:35	2020-05-06 00:00:50	IP Address	100	1034	True	2020-05-06 00:00:51	R_1OjXCnRHLuFiMmL	anonymous	EN	Yes	less efficient	similarly efficient	5	4	5	6	"In the office
7
"	6	3	2	2	3	4	3	5	5	3	57	57	No	associate professor	Social Sciences	NA	Research and educational institute	No	Male	45 - 54	Yes	No	Fully equipped	Single-parent with non-adult child(ren)	NA	NA	30-60 min	0	0	0	1	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-29 00:05:59	2020-04-29 00:06:17	IP Address	12	18	False	2020-05-06 00:06:17	R_ZxbqrIBuGEuZD5D	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-29 00:17:33	2020-04-29 00:17:46	IP Address	12	13	False	2020-05-06 00:18:06	R_2aEb6C0UquaABP9	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-29 00:18:00	2020-04-29 00:18:20	IP Address	12	19	False	2020-05-06 00:18:33	R_0vJfg0CEkEGLXdT	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-06 01:00:25	2020-05-06 01:08:04	IP Address	100	458	True	2020-05-06 01:08:04	R_2EdgIxVslfcEiOk	anonymous	EN	Yes	less efficient	less efficient	4	4	2	5	6	4	"At home

1
"	4	"At home

1
"	"In the office
7
"	5	4	4	4	2	52	53	No	full professor	Social Sciences	NA	Research and educational institute	No	Female	55 - 64	Yes	Yes	Fully equipped	Single-parent with non-adult child(ren)	NA	No	>60 min	0	0	0	0	1	1	Yes	NA	NA	NA	NA	More tips on working from home	NA	NA	NA
2020-05-06 07:22:25	2020-05-06 07:32:21	IP Address	100	596	True	2020-05-06 07:32:21	R_2dPYTEcKMAzebus	anonymous	EN	Yes	less efficient	more efficient	4	4	5	4	4	4	5	5	5	4	4	4	6	4	4	100	60	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	1	2	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-06 07:28:09	2020-05-06 07:33:30	IP Address	100	320	True	2020-05-06 07:33:30	R_2rwIn8kMfMmrHZG	anonymous	EN	Yes	more efficient	more efficient	3	3	2	5	4	5	2	3	"At home

1
"	5	2	3	3	4	4	20	51	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	>60 min	0	0	0	0	0	2	Yes	No	NA	NA	NA	NA	NA	Other:	It is fine now.
2020-05-06 07:24:32	2020-05-06 07:34:24	IP Address	100	592	True	2020-05-06 07:34:25	R_1nSzhVeatL1WMK6	anonymous	EN	Yes	similarly efficient	similarly efficient	5	4	5	6	4	4	2	2	2	6	6	4	5	5	4	60	50	No	PhD student	Formal Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	3	0	0	Yes	Yes	NA	NA	NA	NA	NA	NA	NA
2020-05-06 07:45:57	2020-05-06 07:51:30	IP Address	100	332	True	2020-05-06 07:51:30	R_3xdvvcjnaftAA0h	anonymous	EN	Yes	more efficient	more efficient	2	2	2	6	6	6	2	2	3	4	4	4	4	6	6	41	41	No	assistant professor	Social Sciences	NA	Research and educational institute	No	Female	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	2	0	0	0	0	Yes	No	Better communication	NA	NA	NA	NA	NA	NA
2020-05-06 07:48:17	2020-05-06 07:58:32	IP Address	100	615	True	2020-05-06 07:58:32	R_Duh7AksD7o1TpuN	anonymous	EN	Yes	less efficient	similarly efficient	4	5	5	4	6	6	4	4	5	4	5	3	4	6	4	30	19	Yes	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	1	1	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-06 08:02:33	2020-05-06 08:17:11	IP Address	100	877	True	2020-05-06 08:17:11	R_3MLiLE9GyTaVesi	anonymous	EN	Yes	less efficient	more efficient	4	4	2	5	5	"In the office
7
"	"At home

1
"	2	2	4	5	3	4	"In the office
7
"	4	100	60	Yes	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	Support for problems regarding combining work with family life	More tips on working from home	NA	NA	NA
2020-05-06 09:04:44	2020-05-06 09:08:48	IP Address	100	244	True	2020-05-06 09:08:48	R_3im0z7W2mPcF4Ls	anonymous	EN	Yes	more efficient	more efficient	3	2	2	4	6	5	"At home

1
"	"At home

1
"	"At home

1
"	5	2	2	2	5	"At home

1
"	30	50	Yes	research assistant	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	No	Yes	Fully equipped	Living alone	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-06 09:08:47	2020-05-06 09:12:08	IP Address	100	200	True	2020-05-06 09:12:08	R_24OEmdYY8ztwlL9	anonymous	EN	Yes	less efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	6	"In the office
7
"	"In the office
7
"	"At home

1
"	"At home

1
"	"At home

1
"	4	5	4	4	6	4	20	40	Yes	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	1	0	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-06 09:18:26	2020-05-06 09:23:26	IP Address	100	300	True	2020-05-06 09:23:27	R_3qIp7RcSYqM0hlt	anonymous	EN	Yes	less efficient	more efficient	4	4	4	4	4	4	4	3	6	3	4	4	4	4	4	90	51	Yes	associate professor	Social Sciences	NA	Purely educational institute	No	Female	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	2	0	0	0	0	Yes	Yes	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-06 09:29:52	2020-05-06 09:41:43	IP Address	100	711	True	2020-05-06 09:41:44	R_2YogBRdTY3784Fr	anonymous	EN	Yes	more efficient	more efficient	2	2	2	6	3	3	"At home

1
"	"At home

1
"	"At home

1
"	3	2	"At home

1
"	3	3	2	81	92	Yes	PhD student	Social Sciences	NA	None of them	NA	Female	45 - 54	No	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	>60 min	0	0	0	0	1	1	Yes	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-06 09:41:50	2020-05-06 09:50:55	IP Address	100	544	True	2020-05-06 09:50:55	R_1U1JaGNYPB46TGV	anonymous	EN	Yes	less efficient	more efficient	2	2	2	6	6	6	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	"At home

1
"	3	5	"In the office
7
"	"At home

1
"	99	71	Yes	associate professor	Other:	Educational Science	Purely educational institute	No	Female	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	1	0	1	Yes	Yes	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-06 09:42:06	2020-05-06 09:51:12	IP Address	100	545	True	2020-05-06 09:51:12	R_3oBp1kbJCefv8Z8	anonymous	EN	Yes	less efficient	more efficient	3	3	3	5	4	5	3	3	3	3	"At home

1
"	"At home

1
"	"At home

1
"	5	4	50	71	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	2	0	0	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-05 20:23:04	2020-05-06 09:51:47	IP Address	100	48523	True	2020-05-06 09:51:48	R_3QKSXBzFiejuuGQ	anonymous	EN	Yes	less efficient	similarly efficient	2	3	3	6	6	6	3	4	3	6	4	4	5	6	4	65	65	No	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	65 - 74	Yes	No	Fully equipped	Living alone	NA	NA	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-06 13:29:14	2020-05-06 13:50:57	IP Address	100	1303	True	2020-05-06 13:50:57	R_1GOdbUOAzGYXopU	anonymous	EN	Yes	similarly efficient	similarly efficient	"At home

1
"	4	"At home

1
"	4	5	5	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	"At home

1
"	4	4	5	4	82	82	No	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Living alone	NA	NA	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-06 14:43:27	2020-05-06 14:51:42	IP Address	100	494	True	2020-05-06 14:51:43	R_wNL7pccYHjojh7P	anonymous	EN	No	NA	less efficient	6	6	4	5	5	6	6	4	5	3	2	5	6	6	"In the office
7
"	40	51	Yes	assistant professor	Social Sciences	NA	Research and educational institute	NA	Male	45 - 54	Yes	Yes	Underequipped	Single-parent with non-adult child(ren)	NA	Yes	>60 min	NA	0	0	2	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	More tips on working from home	NA	NA	NA
2020-05-06 15:05:46	2020-05-06 15:09:55	IP Address	100	248	True	2020-05-06 15:09:55	R_9Yr1zHuJOS8ZmWR	anonymous	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	4	3	6	"At home

1
"	"At home

1
"	"At home

1
"	2	"At home

1
"	4	"At home

1
"	6	3	50	80	Yes	non-academic researcher	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Fully equipped	Living alone	NA	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-05-06 14:57:26	2020-05-06 15:15:24	IP Address	100	1077	True	2020-05-06 15:15:24	R_PvSyyGQ7idOLcdj	anonymous	EN	Yes	less efficient	less efficient	3	5	"In the office
7
"	6	6	6	3	5	4	4	5	6	6	"In the office
7
"	5	60	80	No	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	65 - 74	Yes	No	Fully equipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-06 17:32:32	2020-05-06 17:36:13	IP Address	100	221	True	2020-05-06 17:36:14	R_3hFpx5XyqEOT2F6	anonymous	EN	Yes	more efficient	more efficient	2	2	3	4	4	4	"At home

1
"	4	"At home

1
"	"In the office
7
"	2	"At home

1
"	6	4	6	29	61	Yes	full professor	Social Sciences	NA	Purely educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Fully equipped	Living alone	NA	NA	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-05-06 17:37:26	2020-05-06 17:41:45	IP Address	100	259	True	2020-05-06 17:41:46	R_2rkpQugQB8OEuLs	anonymous	EN	Yes	similarly efficient	similarly efficient	3	4	3	4	4	2	5	5	5	"At home

1
"	2	4	2	2	3	23	47	Yes	PhD student	Social Sciences	NA	Research and educational institute	NA	Male	25 - 34	Yes	No	Fully equipped	Living alone	NA	No	30-60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-05-06 21:40:45	2020-05-06 21:45:10	IP Address	100	264	True	2020-05-06 21:45:11	R_40XPfAtqJ4oADjr	anonymous	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	3	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	53	91	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	2	0	0	0	0	Yes	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-06 22:25:51	2020-05-06 22:32:22	IP Address	100	391	True	2020-05-06 22:32:22	R_Zrwduf0IAW6gna9	anonymous	EN	Yes	similarly efficient	similarly efficient	2	3	3	5	5	4	2	2	2	2	"At home

1
"	3	4	5	3	10	51	No	associate professor	Social Sciences	NA	Purely educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	0	1	1	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-30 01:05:48	2020-04-30 01:05:55	IP Address	12	7	False	2020-05-07 01:06:10	R_3G8oKKC1vhJ726A	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-06 07:18:32	2020-05-07 08:34:18	IP Address	100	90945	True	2020-05-07 08:34:18	R_cSh3SQxHyPzhpMB	anonymous	EN	Yes	more efficient	similarly efficient	3	2	3	5	5	4	3	3	3	4	4	5	3	5	3	50	70	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other:	Nothing special, maybe suggestions for better work-life balance
2020-05-07 09:56:15	2020-05-07 09:57:42	Survey Preview	100	87	True	2020-05-07 09:57:43	R_2QQVwLRumtcBXR5	preview	EN	Yes	less efficient	similarly efficient	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	60	50	Yes	full professor	Social Sciences	NA	Purely research institute	No	Female	Under 24	Yes	No	Fully equipped	Living alone	NA	NA	30-60 min	0	0	0	0	0	0	No	Yes	Better communication	NA	NA	NA	NA	NA	NA
2020-04-30 10:37:49	2020-04-30 10:38:00	IP Address	12	10	False	2020-05-07 10:38:05	R_3oKHOPm1Tj3ufXt	anonymous	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-30 11:39:25	2020-04-30 11:39:38	IP Address	12	12	False	2020-05-07 11:39:59	R_1lbpADy3bsFjojy	email	EN	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-07 12:12:26	2020-05-07 12:23:23	IP Address	100	656	True	2020-05-07 12:23:23	R_3qUOH5xSc8VLkw7	anonymous	EN	Yes	less efficient	less efficient	4	"In the office
7
"	4	4	4	4	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	4	4	4	5	2	100	30	Yes	associate professor	Other:	Sport and Education	Research and educational institute	No	Female	55 - 64	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-07 15:43:29	2020-05-07 15:46:06	IP Address	100	157	True	2020-05-07 15:46:06	R_3kzSJfkgPnJLUqd	email	EN	Yes	similarly efficient	similarly efficient	"At home

1
"	"In the office
7
"	"At home

1
"	3	3	"In the office
7
"	"At home

1
"	"In the office
7
"	"At home

1
"	4	3	"At home

1
"	4	4	"In the office
7
"	30	71	No	associate professor	Social Sciences	NA	Research and educational institute	No	Female	45 - 54	Yes	Yes	Underequipped	Living alone	NA	NA	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-07 15:42:34	2020-05-07 15:46:56	IP Address	100	261	True	2020-05-07 15:46:56	R_32Xznhi95iG1UwR	email	EN	Yes	similarly efficient	similarly efficient	4	4	4	6	6	6	2	5	2	6	6	5	5	6	6	40	40	Yes	full professor	Social Sciences	NA	Research and educational institute	No	Female	65 - 74	Yes	Yes	Underequipped	Living only with partner	NA	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-05-07 15:44:44	2020-05-07 15:48:48	IP Address	100	243	True	2020-05-07 15:48:48	R_1mkDEh0CR4kCDTe	email	EN	Yes	similarly efficient	similarly efficient	3	6	2	6	6	6	"At home

1
"	"At home

1
"	"At home

1
"	4	5	6	4	6	3	15	45	Yes	full professor	Life Sciences	NA	Research and educational institute	NA	Male	55 - 64	Yes	Yes	Fully equipped	Living only with partner	NA	No	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-07 15:42:59	2020-05-07 15:50:42	IP Address	100	463	True	2020-05-07 15:50:42	R_24ODCIGmZOzmQ4F	email	EN	Yes	less efficient	similarly efficient	2	2	5	6	"In the office
7
"	6	4	3	2	6	4	4	6	"In the office
7
"	6	5	20	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	1	1	0	0	Yes	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-07 15:46:28	2020-05-07 15:50:56	IP Address	100	268	True	2020-05-07 15:50:57	R_2a8lNfPmB6eMdQ7	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	6	"In the office
7
"	6	"At home

1
"	"At home

1
"	"At home

1
"	6	6	4	5	5	5	14	50	No	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Underequipped	Single-parent with non-adult child(ren)	NA	NA	<30 min	12	0	0	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-07 15:49:47	2020-05-07 15:54:37	IP Address	100	289	True	2020-05-07 15:54:37	R_3FJ1YwaC8vFsQEx	email	EN	Yes	similarly efficient	less efficient	2	"At home

1
"	"At home

1
"	5	6	4	"At home

1
"	"At home

1
"	4	6	"In the office
7
"	3	2	4	4	10	20	No	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Underequipped	Living alone	NA	NA	<30 min	0	0	1	0	0	0	No	Yes	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-05-07 15:56:51	2020-05-07 16:00:18	IP Address	100	207	True	2020-05-07 16:00:18	R_2aeRHdO9XCBaXis	email	EN	Yes	more efficient	more efficient	2	2	4	6	5	6	"At home

1
"	4	"At home

1
"	4	"In the office
7
"	2	2	6	3	50	50	No	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	1	0	1	0	0	Yes	No	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-07 16:01:55	2020-05-07 16:05:37	IP Address	100	221	True	2020-05-07 16:05:37	R_ywKVDL1lKVPh9w5	email	EN	Yes	more efficient	more efficient	3	3	3	"In the office
7
"	5	5	2	2	2	4	3	5	4	6	4	20	71	No	full professor	Other:	clinical	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-07 16:04:44	2020-05-07 16:07:32	IP Address	100	168	True	2020-05-07 16:07:32	R_29twoWcIBxKLCTw	email	EN	Yes	less efficient	similarly efficient	5	5	6	6	6	4	5	6	4	4	4	4	3	5	5	50	50	Yes	postdoc	Social Sciences	NA	Purely research institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	No	<30 min	4	0	0	0	0	0	No	No	NA	NA	NA	NA	NA	Other:	Childcare
